Year	Race	JRelative
2013	API	0.7977826315352927
2015	White	0.2227258218959464
2015	API	-0.21958088758138955
2015	White	-0.4056399132321041
2015	White	-0.08719955282280602
2015	API	-0.32109504293077784
2015	White	-0.5106263982102909
2015	White	-0.5149802148106275
2014	API	0.2101048850518123
2014	API	0.3282330168679141
2015	API	-0.024476109476736944
2015	API	0.18955468536563158
2015	White	-0.24057251939802354
2015	API	-0.16823752492227045
2015	White	-0.3923449431924008
2015	API	0.28281836486116974
2015	White	-0.22819225933183165
2015	API	-0.4451936320830264
2015	White	-0.5886921212308357
2015	API	-0.38205230319925665
2014	White	0.9281183581296494
2014	White	-0.04978813559322028
2015	White	-0.05014070094653361
2015	White	-0.31199894036780396
2015	API	-0.10890846293760605
2015	API	1.1875796758331814
2015	API	-0.4219958922994682
2015	API	-0.22544951590594745
2015	White	-0.550561797752809
2015	White	-0.2110874200426439
2015	White	-0.5531054759279677
2015	API	-0.533731172467352
2014	Hispanic	0.4274741506646972
2015	API	0.5881054208031621
2014	White	0.0014111855019258608
2015	White	1.5577592297025038
2015	API	-0.5012825316309768
2015	API	-0.42434210526315785
2014	API	-0.13359354383864327
2015	White	-0.31131044531463437
2014	API	0.6563382607003662
2015	API	0.12480056727530583
2015	White	-0.12339585389930903
2015	White	-0.049533060103088965
2015	White	0.14438087850286055
2015	API	-0.416571234677864
2014	API	-0.16543445755108815
2015	API	0.13099676858066117
2014	White	0.32467102801529746
2015	White	-0.20267379679144387
2015	API	0.45839311334289823
2015	API	-0.7713162249872094
2014	API	0.6749857115641074
2015	White	0.42092676476380736
2015	White	0.37546468401486977
2015	White	-0.21620487912573133
2014	White	1.6978818283166106
2015	White	0.22613929492691318
2015	White	-0.21137835337650315
2015	API	0.17062866862791568
2015	API	-0.34691760094532675
2015	API	0.31509657580319667
2015	API	-0.6679705476300046
2014	API	-0.12217280986549535
2014	API	0.38053896374496454
2014	White	0.7208077260755049
2009	White	-0.5913883003224321
2015	API	-0.0014419753086419417
2014	White	1.3215237869542034
2015	White	-0.5580937376920048
2015	White	-0.5276410635361042
2015	White	-0.3925587226222749
2015	White	-0.08719955282280602
2015	White	-0.431819436013465
2014	White	0.08837835815310928
2015	White	-0.34732998630762213
2015	Hispanic	0.07171594969473605
2015	White	0.533377395902181
2015	API	-0.4328256199960945
2015	API	-0.4865663734088089
2015	API	-0.3997050905914246
2015	White	-0.6474321421597344
2015	White	0.09198588083223541
2015	API	-0.31213827536410343
2014	API	0.08121797421789145
2015	API	-0.43543693043717313
2015	API	0.08683645289966245
2015	White	-0.6402251904183685
2015	White	0.6535319557904854
2014	API	0.2101048850518123
2015	White	-0.29787234042553185
2014	White	0.904788999805421
2015	API	-0.2401182326450372
2015	API	-0.2578736732208109
2015	White	0.11856195729723142
2015	API	0.6430601341366375
2015	API	0.12007986309184249
2015	White	-0.06201567501931783
2014	API	-0.36976509426240695
2014	White	0.533502187428045
2014	API	-0.704410476097751
2015	White	-0.5071935895101075
2015	White	-0.5006898074057723
2015	API	-0.5293966623876766
2015	API	-0.4154401634281914
2015	White	-0.4068514585605743
2015	API	0.4119266979368403
2014	API	-0.09779162416255414
2014	White	0.40402772595180747
2010	White	-0.7901328961266219
2015	White	-0.3188640122435881
2014	API	0.5896052336183569
2015	White	0.9012345679012346
2015	White	0.1884583727098132
2015	White	1.1287477954144622
2015	API	-0.6407538239337359
2015	API	-0.323832073581641
2015	API	-0.20683780427940282
2015	White	-0.3782659866839755
2015	API	0.08456132396282018
2015	API	0.01776144015390955
2014	API	1.327124778945793
2015	API	0.04691358024691358
2015	White	-0.3291903821582065
2015	White	0.458567901234568
2015	API	-0.21546645454771438
2015	White	-0.17228768793173502
2014	White	0.3363637391589493
2015	White	-0.39985084586097264
2015	API	-0.38240574506283664
2015	API	-0.6780902167545401
2014	API	-0.006197043579780329
2015	White	-0.23618067571259446
2015	White	-0.11385037182543632
2015	White	-0.427502547913197
2014	White	-0.7422261783321583
2015	API	-0.1640696608615949
2015	API	-0.3353877788690772
2015	API	-0.20675315542438252
2015	White	-0.5628997867803838
2015	White	0.1405275779376498
2015	API	-0.3149284536853624
2015	White	0.020860495436766626
2014	API	-0.24768921634293364
2015	API	-0.5069006101286703
2015	White	-0.541501976284585
2014	API	0.2264097606205547
2015	API	0.27091043671354553
2014	White	-0.04424618655087805
2015	White	-0.21510616080751832
2015	API	-0.3251403750397288
2015	White	-0.13443712470121844
2015	White	-0.026369168356998027
2014	White	0.5251617782013965
2015	API	-0.7995919292677397
2014	API	-0.13359354383864327
2015	White	-0.7729154346540509
2015	API	-0.47012230281326817
2015	White	-0.034225952144527436
2014	White	-0.12450691934409219
2014	API	0.620514643442542
2015	White	-0.4171428571428572
2014	API	0.19849543256313806
2013	White	-0.7262779993711206
2015	API	-0.4026463970267214
2015	API	0.6875572201414898
2015	API	-0.5693967893493947
2015	White	0.0
2015	API	-0.6932031543372137
2015	API	-0.22819225933183165
2015	API	-0.0882447985284248
2015	API	0.014784251619258398
2015	White	-0.6244244522943603
2015	White	-0.1781676835477837
2015	API	-0.07581947213585605
2015	API	-0.3363934426229508
2015	API	0.031792586953844834
2015	API	-0.25677773120843045
2015	API	-0.48336924524293645
2015	API	0.01528813720366758
2015	White	-0.6925476646200502
2015	White	-0.3002808918939074
2015	API	-0.4988850866541561
2015	API	-0.427502547913197
2015	API	-0.21337175792507207
2015	White	-0.450778866227718
2015	API	-0.12814310776373575
2015	White	-0.046610169491525445
2015	White	-0.01743117849588533
2015	API	0.5438678956081011
2015	White	-0.5464542190305206
2015	API	0.6453638714444032
2014	API	0.2673879565335549
2015	API	-0.5335205945959383
2015	API	-0.2862671887806211
2014	API	0.715493198582522
2015	White	0.3106082349045148
2015	White	-0.4711687702829217
2013	API	0.11098929667015772
2014	API	0.06478888187880678
2014	White	0.029291338582677198
2015	API	-0.1854269050364383
2013	API	-0.4127347632594761
2015	White	-0.3739185866496676
2004	White	-0.3476110351992592
2014	API	0.4177560191731292
2014	API	0.40950131962772607
2015	White	-0.44369888865590273
2015	White	-0.4614285714285714
2015	API	-0.11341207638812234
2014	White	1.3996760696450266
2015	White	-0.07761868877166545
2014	White	-0.12450691934409219
2015	API	-0.5417479170359865
2015	White	-0.44369888865590273
2015	White	-0.5437062937062938
2015	White	-0.33866044860528655
2015	White	-0.013715637008572347
2015	White	-0.06617982656321317
2015	White	-0.15445187726790252
2015	API	-0.035235775187054154
2014	API	-0.6103592639470353
2015	API	0.273816314888762
2014	Hispanic	0.11276405831597744
2015	White	-0.4062989385766487
2014	White	0.6713497866393832
2015	API	-0.7284380171723112
2015	White	-0.21113741917858117
2015	API	-0.7751051139141488
2015	White	-0.32014668938234525
2015	API	-0.6714024789816377
2015	White	0.14704469005285928
2015	API	0.10784120642601928
2014	API	-0.26964083860778193
2014	API	-0.21951815106125716
2015	White	-0.3629490646211578
2015	API	0.23961631588750235
2015	White	-0.4911052965038302
2009	API	-0.08205645161290327
2015	White	-0.4676178486501608
2009	API	-0.4609101516919487
2015	API	-0.2746929349492142
2014	API	-0.12450691934409219
2015	API	-0.5951178165790812
2015	API	-0.4830049379164869
2015	White	-0.15445187726790252
2014	API	0.8083067092651757
2015	API	-0.07055781307720732
2013	API	-0.33984693965976137
2014	API	-0.04825362708221389
2004	White	-0.42009869795489707
2014	White	0.2503259452411995
2014	Hispanic	0.03187579859108742
2015	White	-0.28378883794378795
2015	API	0.16323888968790445
2015	White	-0.14243584370203516
2015	White	-0.48484848484848486
2015	API	-0.34775149295588764
2015	API	-0.07581947213585605
2015	White	0.10501505826895381
2014	White	-0.13506355932203384
2015	White	0.2583074878156846
2015	White	-0.12534690101757623
2015	White	0.09990668872205971
2015	White	0.01098901098901099
2014	White	-0.11581855860004613
2015	Hispanic	-0.4206429529428221
2015	API	0.5383153593994964
2015	API	-0.5998033937276164
2015	White	-0.6855614973262032
2014	API	1.171008144257554
2015	API	-0.5335205945959383
2015	White	-0.3716938271604938
2015	White	0.12739749697612998
2015	White	-0.35682688277652636
2015	White	-0.538080192211169
2015	White	-0.03124652507505833
2015	White	-0.1996067874552328
2014	API	0.13918599805528545
2014	White	0.09649749821300932
2014	White	-0.06786331030818277
2014	White	0.5922846691054205
2015	API	0.019695613249776225
2015	White	-0.011675747803847386
2014	White	0.2101048850518123
2015	White	-0.6456241032998565
2015	White	-0.656974337480814
2015	API	-0.43082331702218635
2015	API	-0.028402387457149358
2015	White	-0.43522301074968983
2015	API	-0.4750528943568158
2015	White	-0.24730700179533213
2015	API	-0.2700534759358289
2015	White	-0.584654852962136
2014	API	0.06461425016130522
2015	API	-0.6498279695116643
2015	API	-0.373445070053686
2015	White	-0.23834422657952065
2014	API	0.8058877644894203
2015	White	-0.2401182326450372
2011	White	-0.40485584218512893
2014	API	-0.12450691934409219
2014	API	0.32482116344985834
2015	White	0.04077712771829117
2014	API	0.879450522467465
2015	API	-0.17305923587461786
2014	API	0.5735213476653478
2007	API	-0.039857492763304365
2015	API	-0.02918548871499918
2015	White	-0.1924604194860831
2014	White	0.2714550906754248
2015	API	0.07821061584150127
2015	API	-0.21535181236673773
2014	API	-0.48445235666431663
2015	White	-0.19140919366993214
2015	White	-0.09587110413530228
2016	White	-0.6689693223630988
2015	API	0.1721859796550198
2015	White	0.48730964467005067
2015	API	-0.4040968640891765
2015	White	0.5986204325130499
2014	API	0.20169342260231105
2015	White	-0.1688042193849613
2015	API	-0.4068514585605743
2015	White	-0.30591625699271063
2015	API	-0.11794008519994506
2015	API	0.12297021236163232
2014	API	0.30770268967511816
2015	API	-0.878511744524455
2015	White	0.38565891472868213
2014	API	0.3279949799470711
2015	API	0.04336972349585723
2015	API	-0.43663667844154036
2015	White	-0.2857142857142857
2015	API	-0.3711196187148258
2015	White	-0.2710704671467299
2015	API	-0.0770107843603022
2015	API	-0.31262392597488436
2014	API	-0.3147697400447863
2015	API	0.8116805721096544
2015	White	-0.20347618171785908
2015	White	-0.22929451039603269
2015	White	-0.2940786932288505
2015	API	-0.3997050905914246
2015	API	-0.42114419449887375
2015	White	-0.3068023069924784
2016	White	0.2419985633330674
2008	API	-0.11846907915319643
2014	API	0.6915996698214548
2015	API	0.5961622328826864
2015	White	-0.5531914893617021
2015	API	-0.20675315542438252
2015	White	-0.05398457583547558
2014	API	0.3826665381278319
2015	API	-0.6505882352941177
2014	API	-0.4416373995989262
2015	API	-0.08666898712147587
2015	API	-0.4275466284074605
2015	White	-0.12099673979458604
2015	API	-0.6308043137441208
2015	API	0.14305601475629487
2015	White	0.07910156334160576
2015	White	-0.40465403624382207
2014	API	0.7829355998692382
2015	API	-0.5583756345177665
2015	White	-0.436301251511935
2014	White	1.59921936848407
2015	White	0.07067137809187285
2015	API	-0.5211933460669697
2015	API	0.7671031533939071
2015	White	-0.17011017583701543
2015	API	-0.12945166760881852
2015	White	-0.5402010050251256
2015	API	-0.17806464012300208
2015	White	0.37485373661552046
2014	White	-0.27396034150371795
2015	White	-0.07959612526267242
2015	API	0.19173474291206158
2003	API	-0.1500343170899108
2015	White	-0.00343036118223176
2015	API	-0.7409617624818622
2015	API	-0.3322091994692614
2015	Hispanic	-0.14843287995269067
2014	API	0.34101995565410204
2015	White	-0.46153846153846156
2015	White	-0.02771855010660981
2015	API	-0.2769917810822367
2015	API	-0.5836626403519574
2015	White	-0.2110874200426439
2015	White	-0.5928842372030642
2015	White	0.7168521773091194
2014	API	0.29104405668562616
2015	White	0.3086437508988925
2015	White	0.053114754098360736
2015	API	1.2780094923054797
2015	API	0.22317357945068392
2015	API	-0.29541599395066526
2015	API	-0.12570179964189246
2015	API	0.7037302725968437
2015	API	-0.1710776399419591
2015	API	0.037206988058381164
2014	White	0.424916403108347
2015	White	-0.2996559390233287
2015	White	-0.22104589136268193
2015	API	0.2363216586628993
2015	API	-0.07097216401053809
2015	White	0.1430557955452429
2015	White	-0.06298694694015938
2015	API	0.0491060041305654
2015	White	-0.5283397140361193
2015	API	-0.4834722145576955
2015	White	0.18876270173341297
2015	White	-0.5342465753424658
2015	White	-0.5855388199709796
2015	White	0.5579082172746361
2015	API	-0.5372775046618071
2015	API	-0.21546645454771438
2015	API	-0.16026241799437668
2015	White	-0.0924112679179872
2015	API	-0.43463958494315047
2015	White	-0.06581152775276689
2014	White	0.5323221621366144
2015	API	-0.46439326462230135
2015	White	-0.413997826529724
2015	API	-0.2462254738942468
2015	White	-0.08025776215582886
2015	White	0.1076870352182046
2015	API	-0.2997542997542998
2015	White	-0.40320591861898897
2013	API	0.2725241382554598
2015	API	-0.3353877788690772
2014	White	0.47503909065487177
2015	White	-0.7074002500852563
2015	API	-0.5600236546422235
2015	API	1.133198789101917
2015	White	-0.11004924565402756
2015	White	-0.812100417170645
2015	White	-0.3850953292401004
2015	API	-0.3711196187148258
2015	API	-0.4611307359006038
2015	White	0.31899024670109
2015	API	-0.6069497616967661
2015	White	0.4460164378355265
2013	White	-0.39620146920100124
2015	White	-0.23673968642277324
2015	API	0.35572572224155924
2014	API	0.7991323628651307
2015	API	-0.34253414683822697
2015	API	-0.28033636452527627
2015	API	-0.34682513442497437
2015	White	-0.17011017583701543
2015	Hispanic	-0.047540305911533666
2015	White	-0.585510657789317
2015	API	1.0422149122807018
2014	API	0.38195409949704007
2015	API	-0.09955763588713691
2015	Hispanic	0.2863462344469473
2015	White	-0.1638749476094843
2015	API	0.9016466914369154
2015	White	-0.0855551881949641
2015	White	-0.5283397140361193
2014	API	1.4774928415853672
2015	White	-0.39903128895792034
2015	API	-0.12005021253324719
2015	White	-0.3925587226222749
2014	White	0.510841010330961
2014	White	-0.06915008842168285
2015	API	0.293492602416097
2015	White	-0.2110874200426439
2015	White	0.00477815699658703
2015	White	-0.15290864197530862
2014	API	0.6970109926466244
2015	API	-0.4704117459304181
2015	White	0.6326190971499897
2015	API	-0.6998525452957123
2015	White	-0.4997542421595205
2015	White	0.40099163309575464
2015	API	0.7690626633094207
2014	White	-0.26906779661016944
2014	API	-0.15353909064355958
2015	API	-0.37150947080648306
2015	White	0.42625013798432493
2015	API	-0.22104589136268193
2015	API	0.030671290797662544
2015	White	-0.11004924565402756
2015	API	-0.035240324164789553
2015	API	0.26049303481358976
2015	White	-0.2987888170476277
2015	White	-0.4569512700242922
2015	API	-0.6308043137441208
2015	API	0.030671290797662544
2015	API	0.3506635461692946
2015	White	0.28398048266725917
2015	API	0.4362516093433879
2015	White	0.26490713053949816
2015	API	-0.4487061572497452
2015	API	-0.01380122025734043
2015	API	-0.5640715538818679
2015	White	-0.13528947573288544
2014	API	0.10028184460810036
2015	API	0.19173474291206158
2015	White	0.07682075157964743
2015	White	0.14341887506395312
2015	White	-0.45863532673038604
2015	API	-0.09844276477552133
2015	White	-0.5069006101286703
2015	White	-0.5141413798948975
2015	API	-0.3428049579632754
2015	API	0.753670961941864
2015	White	-0.656974337480814
2015	White	-0.2643314054484887
2015	White	0.5803354988849027
2015	White	-0.38866975945719484
2015	White	-0.43392599711677077
2015	White	-0.34253414683822697
2015	White	-0.4897402854877082
2015	API	-0.5836010231959211
2015	White	-0.06704591629418934
2015	API	-0.553888545774146
2015	White	1.1546596166556509
2015	API	-0.513184584178499
2015	API	-0.14125382186979546
2015	White	-0.25799740942811167
2015	API	0.23065228751959707
2015	White	-0.1606476796298974
2016	API	-0.13102174805088226
2015	API	-0.22819225933183165
2014	API	0.467878706719654
2015	API	-0.09954363947518545
2015	API	0.6834510629246942
2015	API	0.050516091465006935
2014	White	2.755834703803492
2015	API	-0.292509571054179
2015	White	0.07195519537245605
2015	White	-0.24248499527013107
2015	API	-0.542777594097482
2015	White	0.8649272999048783
2014	API	0.3743372216330859
2014	API	0.7041713765818421
2014	API	-0.2911219904134354
2015	API	-0.052896444916212815
2015	API	0.2573616162319244
2015	White	0.036915099100353205
2014	API	1.4989739933910207
2015	White	-0.2968595404741838
2015	White	-0.051418884556704555
2015	White	-0.1781676835477837
2015	White	-0.08233117483811277
2015	API	0.17680031817842845
2015	API	-0.30714354974996877
2014	White	0.03283524534850095
2015	API	-0.45576035581333746
2015	White	0.6189866431173419
2012	White	-0.2727313306636794
2015	API	0.00717144348604237
2015	API	-0.4349142280524723
2015	White	0.4338575393154488
2014	API	1.3414455468162285
2015	API	0.21511410400299297
2015	White	-0.39148848259477326
2015	API	-0.17837837837837842
2015	White	-0.4854615062212211
2015	API	-0.38454477269419785
2014	API	-0.12450691934409219
2015	API	-0.5746566238369517
2014	API	1.2555209395936147
2015	API	-0.13743150732679899
2014	White	2.5566181432565314
2014	White	0.30486912050250947
2015	API	-0.21113741917858117
2015	API	-0.513008113465901
2015	White	0.5247376311844077
2015	White	0.3220946915351507
2015	API	-0.3711196187148258
2015	White	-0.36397325074567605
2015	API	-0.5712179218510176
2014	White	1.063751597182175
2015	White	0.3473348228534951
2015	API	0.1291261391256537
2015	White	0.08590321401848013
2015	API	0.5364691133671871
2014	White	-0.32563370814342235
2015	White	1.011052378664104
2014	API	-0.12643315990342543
2015	API	-0.035235775187054154
2015	API	-0.05183946488294312
2015	White	-0.3997050905914246
2015	White	-0.30775808827022666
2015	White	0.056806063924834914
2015	White	-0.4805565465572601
2015	API	-0.2620495461761975
2015	API	-0.23853760863050644
2015	API	-0.5836010231959211
2015	White	0.8620855358000962
2015	White	-0.07640557424315228
2015	API	-0.7142359963109263
2015	API	-0.2570135904084083
2015	White	-0.0852648999488375
2015	White	-0.035240324164789553
2015	API	-0.7570234890489099
2015	API	-0.4968350459406327
2015	API	-0.19553467231742525
2015	API	0.07910156334160576
2015	White	0.05509712469888772
2015	API	-0.7212916492031615
2015	White	0.24752475247524755
2015	White	0.20837350131379745
2015	API	-0.3435433344935608
2015	API	-0.511256143021863
2015	API	0.06749075658076266
2015	API	0.9509584555778701
2015	White	-0.0943203673901951
2015	White	-0.022512286043725946
2015	White	-0.6355352335733649
2015	API	0.020585727460977567
2015	API	0.18009171988858574
2015	White	-0.36644314836167424
2014	API	1.4918136094558028
2015	API	-0.15672857964033457
2015	API	-0.13735584843492588
2015	API	-0.8284871687404071
2015	API	-0.3068023069924784
2014	White	0.5609636978774857
2015	API	-0.07317073170731703
2015	API	-0.29315555555555556
2015	API	-0.4068514585605743
2015	API	-0.24963136323928076
2015	White	-0.04824851288830146
2015	White	-0.32109504293077784
2015	White	-0.15793221304471658
2015	API	-0.42829056246802344
2015	API	-0.10670400385628662
2014	White	0.8187375195453274
2011	White	-0.8719323471248928
2014	API	-0.31380272056699116
2015	White	-0.2654531131305742
2015	White	-0.22104589136268193
2015	API	0.20307848787930152
2015	API	0.3471731602484904
2015	API	-0.7650226410476074
2015	API	-0.2488489045887205
2015	White	-0.0056980408613298075
2015	White	-0.7858017135862914
2015	API	0.050516091465006935
2015	API	0.3309287646528405
2014	API	-0.2759449071108264
2014	API	0.38195409949704007
2015	White	-0.623639774859287
2015	API	0.3554347826086956
2013	API	-0.5638767037903823
2015	API	-0.13911027707252457
2015	White	0.15088494482979936
2015	White	0.17571475803504616
2015	White	-0.42191521061898957
2015	White	-0.292509571054179
2015	White	-0.698956193905973
2014	White	0.6110863854240105
2015	API	-0.17838881736251608
2015	API	0.10528260066494265
2015	API	-0.06298694694015938
2015	API	-0.3489826251857927
2015	API	-0.282780132225801
2015	White	-0.44904835625170747
2015	API	-0.292509571054179
2014	API	-0.28396160647821755
2015	API	0.07256126862085542
2015	White	-0.1918405002306392
2014	API	-0.5059335084699701
2015	API	-0.0010442046641142306
2015	White	-0.6900833287346173
2015	API	-0.5754363373762333
2015	White	0.27205349850864785
2015	White	-0.46929542172029165
2015	API	-0.12814310776373575
2014	API	0.644507273123935
2015	White	0.44839261764294475
2015	API	-0.8203769119668679
2014	API	-0.2759449071108264
2015	White	-0.2998558385391638
2015	White	0.12672664311691922
2015	White	0.15771161100225253
2015	White	0.025618556276896024
2015	White	-0.1450557685102459
2014	API	1.0880448100822684
2015	API	-0.0770107843603022
2015	API	-0.06158495898261179
2015	Hispanic	-0.596701310438319
2015	White	0.21280883027908076
2015	White	-0.04238669213393926
2014	API	0.7829355998692382
2015	White	0.3264781491002571
2015	White	-0.5836626403519574
2015	White	0.5479674796747968
2015	White	0.19521912350597614
2015	API	-0.4068514585605743
2015	White	-0.41428122050959426
2015	White	0.15771161100225253
2015	API	-0.4049846543737092
2015	White	-0.6069497616967661
2015	White	-0.4425832984063229
2015	White	0.9621167740675651
2015	API	-0.15796885239044664
2015	API	0.1103972714775436
2015	White	-0.6498279695116643
2014	API	0.33899179588573314
2015	White	-0.27907728255735914
2014	White	0.323397913561848
2013	API	-0.38815082212368124
2013	API	0.022432178819637907
2011	White	0.39367739893499
2010	API	1.7030882978891113
2013	API	0.5537748859227568
2013	API	0.014381531742317924
2013	White	2.8160067146496726
2010	White	0.04443091905051727
2013	White	-0.2673911159638815
2012	API	0.22645605629585264
2014	API	-0.2170547228311314
2010	API	-0.6810020021124651
2010	API	0.11649299260637203
2012	White	-0.09257714762301918
2011	White	-0.40306313036981695
2010	White	1.1742231961281981
2011	White	0.5957860284340798
2012	White	-0.7786573615063372
2012	API	-0.7470369845786711
2015	API	-0.2974098057354301
2012	API	-0.17787019988068106
2010	White	0.6360748323332156
2007	White	-0.31443298969072164
2012	API	0.5731137521513892
2012	API	0.1923662113149822
2013	API	1.5279031822784748
2014	White	-0.1980369992556037
2013	White	0.23979964990727745
2011	White	-0.3370615615876804
